                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    312,                0.48708,                0.28228,                0.85057,                0.95397,                0.94856,                0.96404,                0.73697,                0.98041,                0.44966,                 1.0183,             0.00054272,             0.00054272,             0.00054272
                    313,                 0.5669,                 0.3177,                0.86701,                0.95397,                0.94856,                0.96404,                0.73697,                0.98041,                0.44966,                 1.0183,             0.00054089,             0.00054089,             0.00054089
                    314,                0.54102,                0.30351,                0.87101,                0.95227,                0.94862,                0.95669,                 0.7155,                 1.0231,                0.47601,                 1.0428,             0.00053906,             0.00053906,             0.00053906
                    315,                0.55712,                0.31481,                0.85605,                0.95115,                 0.9328,                0.94503,                0.69896,                 1.0637,                0.50049,                 1.0678,             0.00053722,             0.00053722,             0.00053722
                    316,                0.56052,                0.32029,                0.86568,                0.94881,                0.93281,                0.95395,                0.71818,                 1.0358,                 0.4764,                 1.0553,             0.00053539,             0.00053539,             0.00053539
                    317,                0.58135,                0.32006,                0.88347,                0.94881,                0.93281,                0.95395,                0.71818,                 1.0358,                 0.4764,                 1.0553,             0.00053356,             0.00053356,             0.00053356
                    318,                0.54898,                0.30983,                0.86865,                0.94635,                0.95204,                0.95091,                 0.7298,                  1.006,                 0.4406,                 1.0369,             0.00053172,             0.00053172,             0.00053172
                    319,                0.50339,                0.28969,                0.85559,                0.95431,                0.94785,                0.95218,                0.73848,                0.97992,                0.42986,                 1.0256,             0.00052989,             0.00052989,             0.00052989
                    320,                0.53531,                0.29391,                0.86067,                0.95425,                0.94746,                 0.9518,                0.74114,                0.96937,                0.44438,                 1.0246,             0.00052806,             0.00052806,             0.00052806
                    321,                0.52356,                0.31786,                0.86253,                0.95425,                0.94746,                 0.9518,                0.74114,                0.96937,                0.44438,                 1.0246,             0.00052623,             0.00052623,             0.00052623
                    322,                0.58094,                0.33823,                0.88617,                0.95408,                0.94709,                0.95113,                 0.7281,                0.98042,                0.45826,                 1.0323,             0.00052439,             0.00052439,             0.00052439
                    323,                0.58395,                0.34245,                0.88543,                0.95373,                0.94711,                0.95221,                0.70363,                 1.0314,                0.49824,                 1.0555,             0.00052256,             0.00052256,             0.00052256
                    324,                0.56435,                0.32374,                0.86867,                0.95508,                0.94673,                0.94384,                0.69412,                 1.0634,                0.50982,                 1.0725,             0.00052073,             0.00052073,             0.00052073
                    325,                0.53005,                0.30172,                0.87118,                0.95508,                0.94673,                0.94384,                0.69412,                 1.0634,                0.50982,                 1.0725,             0.00051889,             0.00051889,             0.00051889
                    326,                0.59213,                 0.3267,                0.88945,                0.95246,                  0.945,                0.94333,                0.69582,                 1.0621,                 0.5267,                 1.0739,             0.00051706,             0.00051706,             0.00051706
                    327,                0.54994,                0.31149,                0.86846,                0.95117,                  0.945,                0.93919,                 0.7045,                  1.056,                0.51716,                 1.0701,             0.00051523,             0.00051523,             0.00051523
                    328,                0.51474,                 0.3092,                 0.8567,                0.95072,                  0.945,                0.93996,                0.70605,                 1.0553,                0.52239,                 1.0676,             0.00051339,             0.00051339,             0.00051339
                    329,                0.55032,                0.29804,                0.87525,                0.95072,                  0.945,                0.93996,                0.70605,                 1.0553,                0.52239,                 1.0676,             0.00051156,             0.00051156,             0.00051156
                    330,                0.54388,                0.30058,                0.88453,                0.95053,                  0.945,                0.94887,                0.71033,                 1.0635,                 0.5167,                 1.0705,             0.00050973,             0.00050973,             0.00050973
                    331,                0.54199,                0.30467,                 0.8787,                0.95139,                  0.945,                0.96921,                0.73973,                 1.0235,                0.47215,                 1.0471,             0.00050789,             0.00050789,             0.00050789
                    332,                0.51454,                0.30642,                0.86939,                0.95507,                0.94844,                0.97187,                0.74865,                0.97205,                0.43612,                  1.023,             0.00050606,             0.00050606,             0.00050606
                    333,                0.51631,                 0.2963,                0.86341,                0.95507,                0.94844,                0.97187,                0.74865,                0.97205,                0.43612,                  1.023,             0.00050423,             0.00050423,             0.00050423
                    334,                0.54897,                0.31924,                 0.8714,                0.96432,                0.95572,                0.96852,                0.76098,                0.94506,                0.41597,                 1.0054,             0.00050239,             0.00050239,             0.00050239
                    335,                0.57005,                 0.3254,                0.87683,                0.96174,                0.95068,                0.96164,                0.75033,                0.93993,                0.42257,                0.99478,             0.00050056,             0.00050056,             0.00050056
                    336,                0.49819,                0.30397,                0.85305,                0.95543,                0.94805,                 0.9583,                0.73946,                0.96228,                 0.4456,                 1.0024,             0.00049873,             0.00049873,             0.00049873
                    337,                 0.4985,                0.29703,                0.85714,                0.95543,                0.94805,                 0.9583,                0.73946,                0.96228,                 0.4456,                 1.0024,             0.00049689,             0.00049689,             0.00049689
                    338,                0.53466,                0.30964,                0.84492,                0.95549,                0.94786,                0.95529,                0.74935,                0.94605,                0.43264,                 0.9943,             0.00049506,             0.00049506,             0.00049506
                    339,                0.51186,                0.30776,                0.86412,                0.95503,                0.94803,                0.95605,                0.75019,                0.93098,                 0.4185,                0.99546,             0.00049323,             0.00049323,             0.00049323
                    340,                0.51094,                0.32206,                0.86194,                0.95496,                0.94918,                0.95671,                0.75352,                0.92238,                0.40958,                 1.0023,              0.0004914,              0.0004914,              0.0004914
                    341,                0.52651,                0.30654,                0.86499,                0.95496,                0.94918,                0.95671,                0.75352,                0.92238,                0.40958,                 1.0023,             0.00048956,             0.00048956,             0.00048956
                    342,                0.50767,                0.28848,                0.85832,                0.95435,                0.94702,                0.96034,                0.74942,                0.95973,                0.44597,                 1.0318,             0.00048773,             0.00048773,             0.00048773
                    343,                0.45548,                0.28721,                0.84149,                0.95451,                0.94713,                 0.9429,                0.72065,                0.98803,                0.48974,                 1.0488,              0.0004859,              0.0004859,              0.0004859
                    344,                0.53599,                0.31337,                0.86172,                0.95448,                0.94737,                 0.9446,                0.72518,                0.96959,                0.49817,                 1.0439,             0.00048406,             0.00048406,             0.00048406
                    345,                 0.4789,                0.27921,                0.84614,                0.95448,                0.94737,                 0.9446,                0.72518,                0.96959,                0.49817,                 1.0439,             0.00048223,             0.00048223,             0.00048223
                    346,                0.52305,                0.30662,                0.86587,                0.95157,                  0.945,                0.94296,                0.73124,                0.95569,                0.50731,                 1.0366,              0.0004804,              0.0004804,              0.0004804
                    347,                0.48526,                0.29472,                0.85135,                0.95075,                  0.945,                0.94697,                0.74393,                0.94555,                0.48632,                 1.0317,             0.00047856,             0.00047856,             0.00047856
                    348,                0.46751,                0.27359,                0.84297,                 0.9531,                 0.9482,                0.94896,                0.73572,                0.96523,                0.46786,                 1.0399,             0.00047673,             0.00047673,             0.00047673
                    349,                0.49124,                0.28416,                0.85275,                 0.9531,                 0.9482,                0.94896,                0.73572,                0.96523,                0.46786,                 1.0399,              0.0004749,              0.0004749,              0.0004749
                    350,                0.55213,                0.30161,                0.87838,                0.95375,                0.94787,                0.94592,                0.72316,                 1.0168,                0.48103,                 1.0654,             0.00047306,             0.00047306,             0.00047306
                    351,                0.51063,                 0.2968,                0.85876,                0.95541,                0.94738,                0.94562,                 0.7148,                 1.0191,                0.48959,                 1.0668,             0.00047123,             0.00047123,             0.00047123
                    352,                0.51755,                0.29499,                0.85857,                0.95547,                0.94707,                0.94818,                0.72614,                0.95639,                0.46862,                 1.0373,              0.0004694,              0.0004694,              0.0004694
                    353,                0.50846,                0.31026,                0.85796,                0.95547,                0.94707,                0.94818,                0.72614,                0.95639,                0.46862,                 1.0373,             0.00046756,             0.00046756,             0.00046756
                    354,                0.48135,                0.28593,                0.85154,                0.95396,                0.94752,                0.94664,                0.73053,                0.93169,                0.46484,                  1.026,             0.00046573,             0.00046573,             0.00046573
                    355,                0.54793,                0.32043,                0.86739,                0.95106,                  0.945,                0.93672,                0.71463,                0.95177,                0.48609,                  1.037,              0.0004639,              0.0004639,              0.0004639
                    356,                0.48372,                0.29195,                0.84541,                0.95216,                  0.945,                0.95244,                0.72751,                0.99867,                0.49654,                 1.0571,             0.00046206,             0.00046206,             0.00046206
                    357,                0.46169,                0.28757,                0.84255,                0.95216,                  0.945,                0.95244,                0.72751,                0.99867,                0.49654,                 1.0571,             0.00046023,             0.00046023,             0.00046023
                    358,                0.49179,                0.28109,                0.83885,                0.95154,                  0.945,                0.94373,                 0.6967,                 1.0703,                  0.532,                 1.0844,              0.0004584,              0.0004584,              0.0004584
                    359,                0.55396,                0.30988,                0.85226,                0.95047,                0.94199,                0.93635,                  0.695,                 1.0927,                0.53403,                 1.0923,             0.00045657,             0.00045657,             0.00045657
                    360,                0.55862,                0.32101,                0.87658,                0.94921,                0.94891,                0.95403,                0.71658,                 1.0622,                0.49027,                  1.075,             0.00045473,             0.00045473,             0.00045473
                    361,                0.49784,                 0.2888,                0.84691,                0.94921,                0.94891,                0.95403,                0.71658,                 1.0622,                0.49027,                  1.075,              0.0004529,              0.0004529,              0.0004529
                    362,                0.51764,                0.31616,                 0.8597,                0.96467,                0.95772,                0.96963,                0.74089,                  1.031,                 0.4288,                 1.0598,             0.00045107,             0.00045107,             0.00045107
                    363,                 0.5198,                0.29457,                0.87063,                0.97165,                   0.97,                0.97208,                0.74125,                 1.0268,                0.41908,                 1.0608,             0.00044923,             0.00044923,             0.00044923
                    364,                0.50097,                0.30275,                0.86271,                0.97125,                   0.97,                0.97713,                0.74796,                 1.0266,                 0.4202,                 1.0633,              0.0004474,              0.0004474,              0.0004474
                    365,                0.50223,                0.29782,                0.85969,                0.97125,                   0.97,                0.97713,                0.74796,                 1.0266,                 0.4202,                 1.0633,             0.00044557,             0.00044557,             0.00044557
                    366,                0.45692,                0.28532,                0.83305,                0.96868,                   0.97,                0.97242,                0.73825,                 1.0303,                0.42406,                 1.0673,             0.00044373,             0.00044373,             0.00044373
                    367,                0.47536,                 0.2732,                0.86456,                0.96412,                   0.97,                0.97542,                0.74745,                 1.0164,                0.42326,                 1.0668,              0.0004419,              0.0004419,              0.0004419
                    368,                0.46055,                0.29302,                0.85869,                0.96502,                0.96695,                 0.9769,                  0.741,                 1.0083,                0.41803,                 1.0688,             0.00044007,             0.00044007,             0.00044007
                    369,                0.46402,                0.29301,                0.86335,                0.96502,                0.96695,                 0.9769,                  0.741,                 1.0083,                0.41803,                 1.0688,             0.00043823,             0.00043823,             0.00043823
                    370,                0.46733,                 0.2841,                0.86391,                 0.9678,                0.95939,                0.96806,                0.73284,                 1.0081,                0.41959,                 1.0726,              0.0004364,              0.0004364,              0.0004364
                    371,                0.44846,                0.28086,                0.85002,                0.96983,                0.95815,                0.96301,                0.74157,                 1.0082,                0.41495,                 1.0614,             0.00043457,             0.00043457,             0.00043457
                    372,                0.47307,                0.28426,                0.86583,                0.96916,                0.96814,                 0.9621,                 0.7391,                 1.0094,                0.40509,                 1.0508,             0.00043273,             0.00043273,             0.00043273
                    373,                0.48683,                0.28543,                0.86598,                0.96916,                0.96814,                 0.9621,                 0.7391,                 1.0094,                0.40509,                 1.0508,              0.0004309,              0.0004309,              0.0004309
                    374,                0.47093,                0.28286,                0.85332,                0.97042,                   0.97,                0.96153,                0.73206,                0.99219,                 0.3945,                 1.0343,             0.00042907,             0.00042907,             0.00042907
                    375,                0.45736,                0.27064,                0.85706,                0.97068,                   0.97,                0.96217,                0.73473,                      1,                0.41247,                 1.0423,             0.00042724,             0.00042724,             0.00042724
                    376,                0.44185,                0.27139,                0.84687,                0.97073,                   0.97,                0.96051,                0.71979,                 1.0367,                0.42145,                 1.0664,              0.0004254,              0.0004254,              0.0004254
                    377,                0.44307,                0.29346,                 0.8416,                0.97073,                   0.97,                0.96051,                0.71979,                 1.0367,                0.42145,                 1.0664,             0.00042357,             0.00042357,             0.00042357
                    378,                 0.5082,                0.29931,                0.86937,                0.97147,                   0.97,                0.96051,                0.71281,                 1.0645,                0.42244,                  1.081,             0.00042174,             0.00042174,             0.00042174
                    379,                0.47453,                0.27394,                0.85092,                0.97179,                   0.97,                0.96051,                0.72184,                 1.0591,                0.42232,                 1.0777,              0.0004199,              0.0004199,              0.0004199
                    380,                0.45062,                 0.2679,                0.84664,                0.97231,                   0.97,                0.96082,                0.73052,                 1.0354,                0.41176,                 1.0606,             0.00041807,             0.00041807,             0.00041807
                    381,                0.46859,                0.27176,                0.85235,                0.97231,                   0.97,                0.96082,                0.73052,                 1.0354,                0.41176,                 1.0606,             0.00041624,             0.00041624,             0.00041624
                    382,                0.43525,                0.26349,                0.83595,                0.97244,                   0.97,                0.96146,                0.73021,                 1.0212,                0.41575,                 1.0481,              0.0004144,              0.0004144,              0.0004144
                    383,                0.47646,                0.28357,                0.86286,                0.97197,                   0.97,                0.96146,                0.72656,                 1.0322,                0.42467,                 1.0469,             0.00041257,             0.00041257,             0.00041257
                    384,                0.47462,                0.27812,                0.84738,                0.97116,                   0.97,                0.96702,                0.72399,                 1.0357,                0.43163,                 1.0552,             0.00041074,             0.00041074,             0.00041074
                    385,                0.51529,                0.28467,                 0.8703,                0.97116,                   0.97,                0.96702,                0.72399,                 1.0357,                0.43163,                 1.0552,              0.0004089,              0.0004089,              0.0004089
                    386,                 0.4656,                0.28168,                0.83679,                0.96496,                   0.97,                0.95845,                0.72473,                 1.0055,                0.42357,                 1.0456,             0.00040707,             0.00040707,             0.00040707
                    387,                0.47709,                 0.3001,                0.84712,                0.96126,                0.95773,                0.95919,                0.73612,                 0.9637,                0.41895,                 1.0238,             0.00040524,             0.00040524,             0.00040524
                    388,                0.45778,                0.27378,                0.83972,                0.96293,                0.94168,                0.96027,                0.74803,                0.94728,                0.42721,                  1.014,              0.0004034,              0.0004034,              0.0004034
                    389,                0.50661,                0.29138,                0.87248,                0.96293,                0.94168,                0.96027,                0.74803,                0.94728,                0.42721,                  1.014,             0.00040157,             0.00040157,             0.00040157
                    390,                0.44656,                0.27529,                0.85006,                0.95098,                0.93831,                0.96053,                0.73578,                0.94671,                0.44486,                 1.0118,             0.00039974,             0.00039974,             0.00039974
                    391,                 0.4688,                0.26887,                0.85807,                0.94068,                0.93691,                0.96764,                0.73405,                0.97281,                0.48519,                 1.0241,              0.0003979,              0.0003979,              0.0003979
                    392,                0.46013,                0.27103,                0.85543,                0.94302,                0.92266,                0.96728,                0.73846,                0.99842,                0.48245,                 1.0386,             0.00039607,             0.00039607,             0.00039607
                    393,                0.44951,                0.26082,                0.83925,                0.94302,                0.92266,                0.96728,                0.73846,                0.99842,                0.48245,                 1.0386,             0.00039424,             0.00039424,             0.00039424
                    394,                0.50027,                0.29437,                0.84373,                 0.9197,                0.96555,                0.97066,                0.75088,                 1.0104,                 0.4485,                 1.0441,             0.00039241,             0.00039241,             0.00039241
                    395,                0.46868,                0.27964,                0.85026,                0.95987,                0.96582,                0.96581,                0.74912,                0.99553,                0.41438,                 1.0385,             0.00039057,             0.00039057,             0.00039057
                    396,                0.41848,                0.26556,                0.83249,                0.97069,                   0.97,                0.96673,                0.75248,                0.97867,                0.40872,                 1.0335,             0.00038874,             0.00038874,             0.00038874
                    397,                0.41709,                0.27496,                 0.8437,                0.97069,                   0.97,                0.96673,                0.75248,                0.97867,                0.40872,                 1.0335,             0.00038691,             0.00038691,             0.00038691
                    398,                0.42715,                0.25835,                0.84204,                0.97073,                   0.97,                0.96758,                0.75147,                0.98079,                0.41467,                 1.0375,             0.00038507,             0.00038507,             0.00038507
                    399,                0.45865,                0.27046,                0.85105,                0.96789,                0.96991,                0.97128,                0.75576,                0.98663,                0.41763,                 1.0388,             0.00038324,             0.00038324,             0.00038324
                    400,                0.43522,                 0.2646,                0.84035,                0.97162,                0.95633,                0.97099,                0.75383,                  0.992,                0.42983,                 1.0339,             0.00038141,             0.00038141,             0.00038141
                    401,                0.48713,                0.27947,                0.86391,                0.97162,                0.95633,                0.97099,                0.75383,                  0.992,                0.42983,                 1.0339,             0.00037957,             0.00037957,             0.00037957
                    402,                0.51035,                 0.3124,                0.88165,                0.96624,                0.95414,                0.97128,                0.74286,                0.98651,                0.43706,                 1.0261,             0.00037774,             0.00037774,             0.00037774
                    403,                0.45264,                0.27277,                0.85216,                0.94908,                0.95297,                0.97329,                0.75313,                0.98101,                 0.4606,                 1.0179,             0.00037591,             0.00037591,             0.00037591
                    404,                0.46114,                0.25938,                0.85257,                0.95048,                0.93531,                0.96956,                0.74247,                 1.0034,                 0.4764,                 1.0251,             0.00037407,             0.00037407,             0.00037407
                    405,                0.43951,                0.25759,                0.83703,                0.95048,                0.93531,                0.96956,                0.74247,                 1.0034,                 0.4764,                 1.0251,             0.00037224,             0.00037224,             0.00037224
                    406,                0.41926,                0.24047,                0.83036,                0.94746,                0.95142,                0.96179,                0.73114,                 1.0267,                0.46634,                 1.0376,             0.00037041,             0.00037041,             0.00037041
                    407,                0.45067,                0.27149,                0.86357,                0.96476,                0.95424,                0.95914,                0.73202,                  1.031,                0.45162,                 1.0435,             0.00036857,             0.00036857,             0.00036857
                    408,                0.41226,                0.25551,                0.83075,                0.97041,                0.95609,                0.95914,                0.73767,                 1.0068,                0.43481,                 1.0369,             0.00036674,             0.00036674,             0.00036674
                    409,                0.46652,                0.27785,                0.85641,                0.97041,                0.95609,                0.95914,                0.73767,                 1.0068,                0.43481,                 1.0369,             0.00036491,             0.00036491,             0.00036491
                    410,                0.44489,                0.27885,                0.83987,                0.96489,                0.96579,                0.96034,                0.74646,                0.99342,                  0.438,                 1.0371,             0.00036307,             0.00036307,             0.00036307
                    411,                0.44236,                0.26665,                0.84035,                0.97075,                   0.97,                0.96034,                  0.747,                 0.9909,                0.42758,                 1.0432,             0.00036124,             0.00036124,             0.00036124
                    412,                0.40797,                 0.2524,                0.83957,                0.97034,                 0.9697,                0.96215,                0.74126,                0.99559,                0.40286,                  1.052,             0.00035941,             0.00035941,             0.00035941
                    413,                0.44231,                0.27604,                0.82926,                0.97034,                 0.9697,                0.96215,                0.74126,                0.99559,                0.40286,                  1.052,             0.00035758,             0.00035758,             0.00035758
                    414,                0.46502,                0.26426,                0.83498,                0.96908,                0.96876,                0.96255,                0.73084,                 1.0135,                0.40877,                 1.0587,             0.00035574,             0.00035574,             0.00035574
                    415,                0.48091,                0.29538,                0.87338,                0.96803,                0.96744,                0.96255,                0.72323,                 1.0108,                0.41588,                 1.0556,             0.00035391,             0.00035391,             0.00035391
                    416,                0.43495,                0.24968,                0.83981,                0.96989,                0.96976,                0.96504,                0.74494,                0.99261,                 0.4187,                 1.0499,             0.00035208,             0.00035208,             0.00035208
                    417,                0.45738,                0.27473,                0.85257,                0.96989,                0.96976,                0.96504,                0.74494,                0.99261,                 0.4187,                 1.0499,             0.00035024,             0.00035024,             0.00035024
                    418,                0.44958,                0.27606,                0.84893,                0.97133,                   0.97,                 0.9706,                0.75668,                0.97965,                0.41337,                 1.0467,             0.00034841,             0.00034841,             0.00034841
                    419,                0.43246,                0.26984,                0.84312,                0.97184,                   0.97,                0.97326,                0.75422,                0.98801,                0.40776,                 1.0495,             0.00034658,             0.00034658,             0.00034658
                    420,                0.41948,                0.25988,                0.83431,                0.97294,                   0.97,                0.97366,                0.75037,                 1.0111,                0.40579,                 1.0573,             0.00034474,             0.00034474,             0.00034474
                    421,                0.43285,                0.26675,                0.84185,                0.97294,                   0.97,                0.97366,                0.75037,                 1.0111,                0.40579,                 1.0573,             0.00034291,             0.00034291,             0.00034291
                    422,                0.43037,                0.25982,                0.85055,                0.97312,                   0.97,                0.97036,                 0.7432,                 1.0337,                0.40803,                 1.0674,             0.00034108,             0.00034108,             0.00034108
                    423,                0.46036,                 0.2732,                0.86143,                0.97296,                   0.97,                0.97008,                0.75054,                 1.0244,                 0.4133,                 1.0628,             0.00033924,             0.00033924,             0.00033924
                    424,                0.44878,                0.27891,                0.86961,                0.97298,                   0.97,                0.96719,                0.74493,                 1.0073,                0.43061,                 1.0565,             0.00033741,             0.00033741,             0.00033741
                    425,                0.45249,                0.25883,                0.86853,                0.97298,                   0.97,                0.96719,                0.74493,                 1.0073,                0.43061,                 1.0565,             0.00033558,             0.00033558,             0.00033558
                    426,                0.45599,                0.28164,                 0.8492,                0.97249,                   0.97,                0.97036,                 0.7518,                0.98359,                0.41729,                 1.0462,             0.00033374,             0.00033374,             0.00033374
                    427,                0.41101,                0.26138,                0.82755,                0.97137,                   0.97,                0.96778,                0.74818,                0.96733,                0.40456,                 1.0388,             0.00033191,             0.00033191,             0.00033191
                    428,                0.45276,                0.26806,                0.86636,                0.97008,                   0.97,                0.97067,                0.75012,                0.97336,                 0.4058,                 1.0427,             0.00033008,             0.00033008,             0.00033008
                    429,                0.42282,                0.26345,                0.83884,                0.97008,                   0.97,                0.97067,                0.75012,                0.97336,                 0.4058,                 1.0427,             0.00032824,             0.00032824,             0.00032824
                    430,                0.41492,                0.26029,                0.83579,                0.96444,                   0.97,                0.96511,                0.73245,                0.99507,                0.41302,                 1.0543,             0.00032641,             0.00032641,             0.00032641
                    431,                0.41338,                0.25536,                0.84982,                0.95635,                0.96728,                0.96385,                0.73601,                0.99954,                0.42027,                 1.0559,             0.00032458,             0.00032458,             0.00032458
                    432,                0.43311,                0.27586,                0.83374,                0.96984,                   0.97,                0.96511,                 0.7449,                0.98243,                0.41554,                 1.0491,             0.00032275,             0.00032275,             0.00032275
                    433,                 0.4409,                0.28477,                0.84863,                0.96984,                   0.97,                0.96511,                 0.7449,                0.98243,                0.41554,                 1.0491,             0.00032091,             0.00032091,             0.00032091
                    434,                0.42315,                 0.2672,                0.83327,                0.96922,                 0.9668,                0.96297,                0.74516,                0.95383,                0.40131,                 1.0327,             0.00031908,             0.00031908,             0.00031908
                    435,                0.42263,                0.26221,                0.83967,                0.97317,                0.95687,                0.96297,                0.75216,                0.94928,                0.40036,                  1.027,             0.00031725,             0.00031725,             0.00031725
                    436,                 0.4125,                0.26873,                0.84764,                0.97241,                0.95546,                0.96297,                0.74532,                0.96872,                0.40293,                 1.0359,             0.00031541,             0.00031541,             0.00031541
                    437,                0.44809,                0.26768,                 0.8516,                0.97241,                0.95546,                0.96297,                0.74532,                0.96872,                0.40293,                 1.0359,             0.00031358,             0.00031358,             0.00031358
                    438,                 0.4339,                0.26328,                0.84271,                0.97104,                0.95456,                0.96546,                0.74273,                0.99166,                 0.4113,                 1.0478,             0.00031175,             0.00031175,             0.00031175
                    439,                0.42659,                 0.2664,                0.83968,                0.97091,                 0.9545,                0.96297,                0.73098,                 1.0107,                0.40798,                 1.0597,             0.00030991,             0.00030991,             0.00030991
                    440,                0.42057,                0.27544,                0.84627,                0.97029,                0.95474,                0.96342,                 0.7341,                 1.0107,                0.40928,                 1.0574,             0.00030808,             0.00030808,             0.00030808
                    441,                0.38035,                0.24221,                0.82078,                0.97029,                0.95474,                0.96342,                 0.7341,                 1.0107,                0.40928,                 1.0574,             0.00030625,             0.00030625,             0.00030625
                    442,                0.40283,                0.25531,                0.82693,                0.96953,                0.95506,                0.96342,                0.74943,                0.99761,                0.40793,                 1.0491,             0.00030441,             0.00030441,             0.00030441
                    443,                0.39399,                0.24336,                0.83432,                0.96912,                0.95572,                0.96342,                0.74475,                0.98811,                0.41221,                 1.0451,             0.00030258,             0.00030258,             0.00030258
                    444,                0.40744,                0.25857,                0.84116,                0.96924,                0.95662,                0.96342,                0.74032,                0.99207,                0.41382,                 1.0483,             0.00030075,             0.00030075,             0.00030075
                    445,                0.40166,                0.25338,                0.83288,                0.96924,                0.95662,                0.96342,                0.74032,                0.99207,                0.41382,                 1.0483,             0.00029891,             0.00029891,             0.00029891
